scaler,method,k,n_components,n_neighbors,min_dist,metric,bic,aic,silhouette,calinski_harabasz,davies_bouldin
Robust,KMeans,3,5,8,0.1,correlation,,,0.31656986474990845,1028.49853515625,1.2888425347753811
Robust,GMM,4,5,8,0.1,correlation,42118.75154871521,41641.80859375,0.3243970274925232,860.39501953125,1.2044264390728083
Robust,KMeans,4,5,8,0.1,correlation,,,0.33936217427253723,939.2191162109375,1.1341743220411962
Robust,GMM,5,5,8,0.1,correlation,40703.39651887207,40105.78125,0.2712864279747009,784.7775268554688,1.2511662484485897
Robust,KMeans,5,5,8,0.1,correlation,,,0.28376683592796326,842.654296875,1.212054220739955
Robust,GMM,6,5,8,0.1,correlation,39931.27977027893,39212.9921875,0.340660959482193,834.346923828125,1.1750818915518075
Robust,KMeans,6,5,8,0.1,correlation,,,0.35351261496543884,912.7130737304688,1.0944902355160926
Robust,GMM,7,5,8,0.1,correlation,38264.54583418579,37425.5859375,0.2868432402610779,698.361572265625,1.5141955888006322
Robust,KMeans,7,5,8,0.1,correlation,,,0.3054574429988861,841.9144287109375,1.2438097924146383
Robust,GMM,2,5,8,0.1,euclidean,46602.23504590149,46366.63671875,0.2848128378391266,927.197998046875,1.4768313460966087
Robust,KMeans,2,5,8,0.1,euclidean,,,0.30158883333206177,984.3262329101562,1.4209441596101113
Robust,GMM,3,5,8,0.1,euclidean,45239.84876605835,44883.578125,0.3077249526977539,948.1189575195312,1.2455149364991394
Robust,KMeans,3,5,8,0.1,euclidean,,,0.3118760287761688,969.2055053710938,1.2257358025342182
Robust,GMM,4,5,8,0.1,euclidean,42501.45076746521,42024.5078125,0.2786317765712738,652.4362182617188,1.2572736503843078
Robust,KMeans,4,5,8,0.1,euclidean,,,0.3172425925731659,826.6769409179688,1.1569119105344665
Robust,GMM,5,5,8,0.1,euclidean,41094.71683137207,40497.1015625,0.3446543216705322,909.314208984375,1.1992842931797951
Robust,KMeans,5,5,8,0.1,euclidean,,,0.3534916937351227,937.9835815429688,1.1496763028131773
Robust,GMM,6,5,8,0.1,euclidean,39731.86570777893,39013.578125,0.3437245786190033,859.778076171875,1.1206362641750671
Robust,KMeans,6,5,8,0.1,euclidean,,,0.3630976378917694,914.5416259765625,1.081614933215193
Robust,GMM,7,5,8,0.1,euclidean,38340.00677168579,37501.046875,0.3640342354774475,925.3981323242188,1.066361951550368
Robust,KMeans,7,5,8,0.1,euclidean,,,0.37306082248687744,958.073486328125,1.0416141052371726
Robust,GMM,2,5,8,0.2,correlation,45921.52410840149,45685.92578125,0.3269721269607544,859.4380493164062,1.2508536941500474
Robust,KMeans,2,5,8,0.2,correlation,,,0.31615149974823,1145.238037109375,1.327409129292224
Robust,GMM,3,5,8,0.2,correlation,45012.77064105835,44656.5,0.2645873725414276,958.2841796875,1.4032929327951837
Robust,KMeans,3,5,8,0.2,correlation,,,0.27731722593307495,997.627197265625,1.3467501104077761
Robust,GMM,4,5,8,0.2,correlation,43195.52889246521,42718.5859375,0.2707810401916504,827.8758544921875,1.5388619242804773
Robust,KMeans,4,5,8,0.2,correlation,,,0.28809550404548645,906.906982421875,1.3583320594541592
Robust,GMM,5,5,8,0.2,correlation,42032.68558137207,41435.0703125,0.27842655777931213,805.43505859375,1.381799868924031
Robust,KMeans,5,5,8,0.2,correlation,,,0.3112573027610779,902.5315551757812,1.2297914256476807
Robust,GMM,6,5,8,0.2,correlation,40869.56102027893,40151.2734375,0.24141807854175568,673.9365234375,1.4544701361208323
Robust,KMeans,6,5,8,0.2,correlation,,,0.2702217996120453,767.1270141601562,1.392777812476937
Robust,GMM,7,5,8,0.2,correlation,39148.62786543579,38309.66796875,0.21345345675945282,641.4716186523438,1.4791434623014559
Robust,KMeans,7,5,8,0.2,correlation,,,0.27338507771492004,807.3145751953125,1.2201038320836874
Robust,GMM,2,5,8,0.2,euclidean,44675.89520215149,44440.296875,0.2718193233013153,927.1233520507812,1.516484958020431
Robust,KMeans,2,5,8,0.2,euclidean,,,0.2943775951862335,997.9320678710938,1.446630424353663
Robust,GMM,3,5,8,0.2,euclidean,43567.93860980835,43211.66796875,0.2676723897457123,780.4209594726562,1.4041025274853018
Robust,KMeans,3,5,8,0.2,euclidean,,,0.28333580493927,909.6012573242188,1.3279032023660229
Robust,GMM,4,5,8,0.2,euclidean,42372.62264246521,41895.6796875,0.2581520676612854,651.675537109375,1.2845895619616718
Robust,KMeans,4,5,8,0.2,euclidean,,,0.28917548060417175,804.8235473632812,1.2228153238214976
Robust,GMM,5,5,8,0.2,euclidean,40985.15433137207,40387.5390625,0.2983437180519104,829.034912109375,1.2221560439054575
Robust,KMeans,5,5,8,0.2,euclidean,,,0.31775903701782227,904.34814453125,1.1698905599164884
Robust,GMM,6,5,8,0.2,euclidean,39719.60008277893,39001.3125,0.26453375816345215,717.548095703125,1.3147267863089913
Robust,KMeans,6,5,8,0.2,euclidean,,,0.34253010153770447,903.1201171875,1.0762754746147347
Robust,GMM,7,5,8,0.2,euclidean,37726.83099043579,36887.87109375,0.2848547697067261,777.1314697265625,1.2657995584348858
Robust,KMeans,7,5,8,0.2,euclidean,,,0.366010457277298,1015.33740234375,1.009850769776662
Robust,GMM,2,5,15,0.01,correlation,38007.98504590149,37772.38671875,0.37698543071746826,1654.86328125,1.0857164250538431
Robust,KMeans,2,5,15,0.01,correlation,,,0.3873510956764221,1733.6798095703125,1.080321081078079
Robust,GMM,3,5,15,0.01,correlation,35548.60267230835,35192.33203125,0.37535810470581055,1413.9139404296875,1.1196953000806216
Robust,KMeans,3,5,15,0.01,correlation,,,0.39588290452957153,1666.3626708984375,1.009504878634213
Robust,GMM,4,5,15,0.01,correlation,34063.39607996521,33586.453125,0.39294061064720154,1576.724609375,1.0109501040040445
Robust,KMeans,4,5,15,0.01,correlation,,,0.40589460730552673,1651.0523681640625,0.9865150494395356
Robust,GMM,5,5,15,0.01,correlation,31757.89651887207,31160.28125,0.3698558211326599,1261.03173828125,1.1446947150740088
Robust,KMeans,5,5,15,0.01,correlation,,,0.4111369550228119,1467.88525390625,0.9927629069662836
Robust,GMM,6,5,15,0.01,correlation,31374.70164527893,30656.4140625,0.39885082840919495,1221.81005859375,0.934471830289342
Robust,KMeans,6,5,15,0.01,correlation,,,0.40829116106033325,1280.39794921875,0.9176516468969439
Robust,GMM,7,5,15,0.01,correlation,30494.08099043579,29655.12109375,0.4104068875312805,1306.07373046875,0.9510121917984671
Robust,KMeans,7,5,15,0.01,correlation,,,0.4146355390548706,1338.52392578125,0.9261230948484983
Robust,GMM,2,5,15,0.01,euclidean,37720.82488965149,37485.2265625,0.27762505412101746,742.4841918945312,1.5252179654403137
Robust,KMeans,2,5,15,0.01,euclidean,,,0.27279552817344666,792.224609375,1.539690128840171
Robust,GMM,3,5,15,0.01,euclidean,34967.35267230835,34611.08203125,0.2297292798757553,561.0114135742188,2.7560416155649086
Robust,KMeans,3,5,15,0.01,euclidean,,,0.36896392703056335,1294.727783203125,1.0867619789856924
Robust,GMM,4,5,15,0.01,euclidean,33231.98592371521,32755.04296875,0.2585102617740631,697.9952392578125,1.5214196591580058
Robust,KMeans,4,5,15,0.01,euclidean,,,0.35546156764030457,1240.185302734375,1.0162719930433435
Robust,GMM,5,5,15,0.01,euclidean,32379.03714387207,31781.421875,0.32884424924850464,1069.8348388671875,1.0662513199655692
Robust,KMeans,5,5,15,0.01,euclidean,,,0.35957980155944824,1255.519775390625,1.0509994369223272
Robust,GMM,6,5,15,0.01,euclidean,31275.09227027893,30556.8046875,0.3450673818588257,1008.7699584960938,1.1512134899287614
Robust,KMeans,6,5,15,0.01,euclidean,,,0.3692227005958557,1149.4986572265625,1.0953968516032395
Robust,GMM,7,5,15,0.01,euclidean,28717.65520918579,27878.6953125,0.23473836481571198,778.769287109375,1.1651593207320083
Robust,KMeans,7,5,15,0.01,euclidean,,,0.34261924028396606,1135.940673828125,0.9980660037736442
Robust,GMM,2,5,15,0.1,correlation,36977.37176465149,36741.7734375,0.25904181599617004,881.2783813476562,1.1796171169310927
Robust,KMeans,2,5,15,0.1,correlation,,,0.3561098575592041,1499.4176025390625,1.1663533291850983
Robust,GMM,3,5,15,0.1,correlation,35525.70032855835,35169.4296875,0.313188761472702,1071.315185546875,1.2317249401058457
Robust,KMeans,3,5,15,0.1,correlation,,,0.3566506505012512,1410.99853515625,1.0669148509529123
Robust,GMM,4,5,15,0.1,correlation,34132.84920496521,33655.90625,0.23089441657066345,884.3546142578125,1.3129863614888146
Robust,KMeans,4,5,15,0.1,correlation,,,0.28085458278656006,1138.697021484375,1.2117850466382256
Robust,GMM,5,5,15,0.1,correlation,32941.63480012207,32344.01953125,0.2927238643169403,1080.290771484375,1.1400780881819732
Robust,KMeans,5,5,15,0.1,correlation,,,0.3305744230747223,1275.490966796875,1.0336780583530942
Robust,GMM,6,5,15,0.1,correlation,31858.61766090393,31140.330078125,0.3110426068305969,993.5875244140625,1.1081930233226254
Robust,KMeans,6,5,15,0.1,correlation,,,0.33521467447280884,1203.5313720703125,1.0484206608920008
Robust,GMM,7,5,15,0.1,correlation,31255.69817793579,30416.73828125,0.31436672806739807,995.9403076171875,1.0725654368366055
Robust,KMeans,7,5,15,0.1,correlation,,,0.3348904550075531,1143.5655517578125,1.0243471901221861
Robust,GMM,2,5,15,0.1,euclidean,37790.60613965149,37555.0078125,0.2330930233001709,648.8046264648438,1.7335396980225903
Robust,KMeans,2,5,15,0.1,euclidean,,,0.24625162780284882,704.947509765625,1.6727078316314687
Robust,GMM,3,5,15,0.1,euclidean,35777.72376605835,35421.453125,0.27910029888153076,878.1622924804688,1.4143242208660582
Robust,KMeans,3,5,15,0.1,euclidean,,,0.3307689130306244,1142.6787109375,1.1939046580830552
Robust,GMM,4,5,15,0.1,euclidean,34420.30232996521,33943.359375,0.256268709897995,747.0894165039062,1.32958726394435
Robust,KMeans,4,5,15,0.1,euclidean,,,0.3442818820476532,1124.8712158203125,1.1081036186966715
Robust,GMM,5,5,15,0.1,euclidean,33376.71683137207,32779.1015625,0.3002750277519226,952.4577026367188,1.171582252874352
Robust,KMeans,5,5,15,0.1,euclidean,,,0.34624871611595154,1142.208740234375,1.0785893697540814
Robust,GMM,6,5,15,0.1,euclidean,30980.74852027893,30262.4609375,0.2276632934808731,583.351318359375,1.5311726583445855
Robust,KMeans,6,5,15,0.1,euclidean,,,0.35136935114860535,1037.1015625,0.98012185385714
Robust,GMM,7,5,15,0.1,euclidean,30509.62005293579,29670.66015625,0.26331448554992676,670.03076171875,1.6608828406002212
Robust,KMeans,7,5,15,0.1,euclidean,,,0.33634257316589355,917.675048828125,1.0737955579393987
Robust,GMM,2,5,15,0.2,correlation,37770.46942090149,37534.87109375,0.2507561147212982,840.4147338867188,1.351860391458697
Robust,KMeans,2,5,15,0.2,correlation,,,0.33353421092033386,1330.99560546875,1.247046629511102
Robust,GMM,3,5,15,0.2,correlation,36613.07532855835,36256.8046875,0.2622297704219818,829.7330322265625,1.4617567220451173
Robust,KMeans,3,5,15,0.2,correlation,,,0.3178024888038635,1177.126953125,1.1721860038759988
Robust,GMM,4,5,15,0.2,correlation,36195.88045496521,35718.9375,0.24369604885578156,850.868896484375,1.4019853748555366
Robust,KMeans,4,5,15,0.2,correlation,,,0.2472633719444275,950.1349487304688,1.3485133351990533
Robust,GMM,5,5,15,0.2,correlation,34265.61526887207,33668.0,0.23813700675964355,850.3308715820312,1.343631546637561
Robust,KMeans,5,5,15,0.2,correlation,,,0.27793073654174805,993.29150390625,1.1952729917417142
Robust,GMM,6,5,15,0.2,correlation,34020.01023902893,33301.72265625,0.26732295751571655,861.7322387695312,1.276258555409518
Robust,KMeans,6,5,15,0.2,correlation,,,0.29700231552124023,981.344970703125,1.175315436300183
Robust,GMM,7,5,15,0.2,correlation,33702.62005293579,32863.66015625,0.2479511946439743,737.084716796875,1.4545499768542143
Robust,KMeans,7,5,15,0.2,correlation,,,0.2883608639240265,871.1445922851562,1.3269694084799295
Robust,GMM,2,5,15,0.2,euclidean,37936.57488965149,37700.9765625,0.22535333037376404,651.4437866210938,1.7370277020607119
Robust,KMeans,2,5,15,0.2,euclidean,,,0.24222370982170105,701.7576293945312,1.6328033220961755
Robust,GMM,3,5,15,0.2,euclidean,36263.24329730835,35906.97265625,0.24402932822704315,834.1503295898438,1.3196429848227744
Robust,KMeans,3,5,15,0.2,euclidean,,,0.31119468808174133,1070.283203125,1.216339494259994
Robust,GMM,4,5,15,0.2,euclidean,34484.73201746521,34007.7890625,0.24070584774017334,741.5975341796875,1.327464992102049
Robust,KMeans,4,5,15,0.2,euclidean,,,0.3163657784461975,1053.0447998046875,1.1040144361998214
Robust,GMM,5,5,15,0.2,euclidean,33730.04886262207,33132.43359375,0.19302086532115936,674.91650390625,1.4442373025705806
Robust,KMeans,5,5,15,0.2,euclidean,,,0.269378662109375,923.7437744140625,1.2594496308769103
Robust,GMM,6,5,15,0.2,euclidean,32310.54539527893,31592.2578125,0.23589621484279633,801.0693359375,1.3169982869536891
Robust,KMeans,6,5,15,0.2,euclidean,,,0.28390660881996155,962.1422729492188,1.256762485648235
Robust,GMM,7,5,15,0.2,euclidean,32041.43645918579,31202.4765625,0.2759644687175751,882.3618774414062,1.1424693854498433
Robust,KMeans,7,5,15,0.2,euclidean,,,0.29101964831352234,931.828125,1.1301396757482343
Robust,GMM,2,5,30,0.01,correlation,31141.33074902649,30905.732421875,0.39279937744140625,1680.1661376953125,1.092095552661609
Robust,KMeans,2,5,30,0.01,correlation,,,0.39704400300979614,1726.380615234375,1.0824939728151133
Robust,GMM,3,5,30,0.01,correlation,28191.30579730835,27835.03515625,0.33921441435813904,1318.1298828125,1.0797028823572232
Robust,KMeans,3,5,30,0.01,correlation,,,0.3968965411186218,1625.6773681640625,0.944495875469925
Robust,GMM,4,5,30,0.01,correlation,26226.41561121521,25749.47265625,0.3479512631893158,1451.4649658203125,0.9525001188259556
Robust,KMeans,4,5,30,0.01,correlation,,,0.426231324672699,1939.67724609375,0.918818230227681
Robust,GMM,5,5,30,0.01,correlation,24692.32815949707,24094.712890625,0.300464004278183,1155.1346435546875,1.1370369402992424
Robust,KMeans,5,5,30,0.01,correlation,,,0.4111056923866272,1672.16552734375,0.9285850605134203
Robust,GMM,6,5,30,0.01,correlation,22177.90477027893,21459.6171875,0.27956393361091614,1035.8646240234375,1.1842977099033962
Robust,KMeans,6,5,30,0.01,correlation,,,0.40967893600463867,1552.9736328125,0.9552428966064533
Robust,GMM,7,5,30,0.01,correlation,21329.50091231079,20490.541015625,0.3650954067707062,1409.8055419921875,1.0806952150871783
Robust,KMeans,7,5,30,0.01,correlation,,,0.3949490785598755,1648.579833984375,0.9862963524711381
Robust,GMM,2,5,30,0.01,euclidean,29598.21746777649,29362.619140625,0.3546925187110901,1408.4063720703125,1.195048667304926
Robust,KMeans,2,5,30,0.01,euclidean,,,0.3635594844818115,1466.53271484375,1.1755670592971164
Robust,GMM,3,5,30,0.01,euclidean,26150.45228168335,25794.181640625,0.34317824244499207,1167.554931640625,1.2566849238990558
Robust,KMeans,3,5,30,0.01,euclidean,,,0.367336243391037,1331.2596435546875,1.182351276411194
Robust,GMM,4,5,30,0.01,euclidean,24811.04451746521,24334.1015625,0.4156004786491394,1696.97998046875,0.8705598981298702
Robust,KMeans,4,5,30,0.01,euclidean,,,0.4187189042568207,1747.6038818359375,0.8743481934104036
Robust,GMM,5,5,30,0.01,euclidean,22776.58206574707,22178.966796875,0.41017672419548035,1777.326171875,0.8673144267307796
Robust,KMeans,5,5,30,0.01,euclidean,,,0.43009206652641296,1883.4796142578125,0.8343527843742198
Robust,GMM,6,5,30,0.01,euclidean,21174.94383277893,20456.65625,0.37305372953414917,1585.0340576171875,1.1488105301162659
Robust,KMeans,6,5,30,0.01,euclidean,,,0.39178523421287537,1690.1417236328125,1.0217204391338648
Robust,GMM,7,5,30,0.01,euclidean,20028.62005293579,19189.66015625,0.32343295216560364,1491.4903564453125,1.1649565998202955
Robust,KMeans,7,5,30,0.01,euclidean,,,0.3554288446903229,1663.091796875,1.0918022090073354
Robust,GMM,2,5,30,0.1,correlation,32210.37176465149,31974.7734375,0.3380766212940216,1338.583251953125,1.239114159533865
Robust,KMeans,2,5,30,0.1,correlation,,,0.3602367043495178,1501.735107421875,1.1775167533833355
Robust,GMM,3,5,30,0.1,correlation,30210.55384418335,29854.283203125,0.3323560655117035,1256.88134765625,1.154318141862708
Robust,KMeans,3,5,30,0.1,correlation,,,0.35728782415390015,1383.7432861328125,1.0418400310219285
Robust,GMM,4,5,30,0.1,correlation,28361.12068934021,27884.177734375,0.3403293788433075,1331.6080322265625,1.0730946980950162
Robust,KMeans,4,5,30,0.1,correlation,,,0.3712192177772522,1494.5118408203125,1.0376626998327951
Robust,GMM,5,5,30,0.1,correlation,26516.96683137207,25919.3515625,0.3114645779132843,1112.4085693359375,1.1290816212886878
Robust,KMeans,5,5,30,0.1,correlation,,,0.34350085258483887,1268.5843505859375,1.1462528945960666
Robust,GMM,6,5,30,0.1,correlation,25846.08445777893,25127.796875,0.3143138885498047,1143.833251953125,1.1835764915984108
Robust,KMeans,6,5,30,0.1,correlation,,,0.3317182958126068,1261.4913330078125,1.1181014478232874
Robust,GMM,7,5,30,0.1,correlation,24490.58880293579,23651.62890625,0.2522291839122772,911.9195556640625,1.3376966363870377
Robust,KMeans,7,5,30,0.1,correlation,,,0.29976150393486023,1180.964599609375,1.1736089668196823
Robust,GMM,2,5,30,0.1,euclidean,29676.55535840149,29440.95703125,0.2323136329650879,822.364013671875,1.5540358655105426
Robust,KMeans,2,5,30,0.1,euclidean,,,0.3591585159301758,1411.4923095703125,1.1630522970196262
Robust,GMM,3,5,30,0.1,euclidean,27850.03040668335,27493.759765625,0.27006956934928894,865.0870361328125,1.4058733678619137
Robust,KMeans,3,5,30,0.1,euclidean,,,0.3582439124584198,1239.66943359375,1.046213349241849
Robust,GMM,4,5,30,0.1,euclidean,27214.93514246521,26737.9921875,0.2672261893749237,1019.16259765625,1.239387256126126
Robust,KMeans,4,5,30,0.1,euclidean,,,0.3123002350330353,1133.9036865234375,1.098615791429702
Robust,GMM,5,5,30,0.1,euclidean,25979.25980012207,25381.64453125,0.3449752628803253,1364.9268798828125,1.0458791009489492
Robust,KMeans,5,5,30,0.1,euclidean,,,0.37805280089378357,1499.063232421875,0.9259705351883121
Robust,GMM,6,5,30,0.1,euclidean,24379.30906715393,23661.021484375,0.3399348855018616,1245.54345703125,1.0610137337199574
Robust,KMeans,6,5,30,0.1,euclidean,,,0.36099565029144287,1323.482177734375,1.0331961565166046
Robust,GMM,7,5,30,0.1,euclidean,23377.40130293579,22538.44140625,0.2901167869567871,1032.5548095703125,1.3886698984414263
Robust,KMeans,7,5,30,0.1,euclidean,,,0.33038365840911865,1199.818359375,1.1795161705421262
Robust,GMM,2,5,30,0.2,correlation,32792.00067090149,32556.40234375,0.2968181073665619,1061.39208984375,1.400463633800963
Robust,KMeans,2,5,30,0.2,correlation,,,0.33031943440437317,1280.7784423828125,1.2770227977647737
Robust,GMM,3,5,30,0.2,correlation,31492.05384418335,31135.783203125,0.2998274862766266,1073.177734375,1.1801002712298068
Robust,KMeans,3,5,30,0.2,correlation,,,0.325641006231308,1178.3046875,1.0772975830840734
Robust,GMM,4,5,30,0.2,correlation,29850.29256434021,29373.349609375,0.2939210534095764,1029.3642578125,1.1817984441946021
Robust,KMeans,4,5,30,0.2,correlation,,,0.3371884524822235,1227.105712890625,1.1094931495937785
Robust,GMM,5,5,30,0.2,correlation,28708.68948762207,28111.07421875,0.2501954734325409,814.8383178710938,1.4252097742201257
Robust,KMeans,5,5,30,0.2,correlation,,,0.32445192337036133,1083.5284423828125,1.1612669464777083
Robust,GMM,6,5,30,0.2,correlation,28287.99852027893,27569.7109375,0.259907603263855,853.8480224609375,1.4201695526938263
Robust,KMeans,6,5,30,0.2,correlation,,,0.30593594908714294,1034.610107421875,1.180838423338292
Robust,GMM,7,5,30,0.2,correlation,27923.35638106079,27084.396484375,0.2573590874671936,880.3204345703125,1.3905942553281343
Robust,KMeans,7,5,30,0.2,correlation,,,0.3011282980442047,1043.5159912109375,1.1674728706871538
Robust,GMM,2,5,30,0.2,euclidean,31047.59832715149,30812.0,0.3180641829967499,1104.6160888671875,1.2891490505832965
Robust,KMeans,2,5,30,0.2,euclidean,,,0.3380451798439026,1277.9775390625,1.2374819447836214
Robust,GMM,3,5,30,0.2,euclidean,29730.05579730835,29373.78515625,0.2807542681694031,1065.530029296875,1.3092178863252337
Robust,KMeans,3,5,30,0.2,euclidean,,,0.29125353693962097,1142.8995361328125,1.253868996031062
Robust,GMM,4,5,30,0.2,euclidean,28324.93904871521,27847.99609375,0.2144622653722763,742.710693359375,1.4164464443470646
Robust,KMeans,4,5,30,0.2,euclidean,,,0.32664892077445984,1192.144287109375,1.132680396751054
Robust,GMM,5,5,30,0.2,euclidean,27269.04105012207,26671.42578125,0.3238407373428345,1155.5562744140625,1.062097003436453
Robust,KMeans,5,5,30,0.2,euclidean,,,0.34385544061660767,1258.67626953125,0.9984777455037912
Robust,GMM,6,5,30,0.2,euclidean,26305.62352027893,25587.3359375,0.305839478969574,1035.1541748046875,1.0961796780254565
Robust,KMeans,6,5,30,0.2,euclidean,,,0.32609766721725464,1129.2261962890625,1.0469365907541317
Robust,GMM,7,5,30,0.2,euclidean,25610.35833418579,24771.3984375,0.25371137261390686,906.3455200195312,1.239093065453165
Robust,KMeans,7,5,30,0.2,euclidean,,,0.3013532757759094,1040.7442626953125,1.1150259214982825
Robust,GMM,2,8,8,0.01,correlation,58751.3074776886,58239.88671875,0.3160446286201477,1043.5152587890625,1.3623447263935071
Robust,KMeans,2,8,8,0.01,correlation,,,0.32175108790397644,1122.5548095703125,1.3334213914925008
Robust,GMM,3,8,8,0.01,correlation,52179.660538739015,51409.65625,0.3239906430244446,1044.190673828125,1.3017256311385579
Robust,KMeans,3,8,8,0.01,correlation,,,0.3356669843196869,1092.0001220703125,1.2353747353035396
Robust,GMM,4,8,8,0.01,correlation,48465.314381039425,47436.7265625,0.2957095205783844,825.3941650390625,1.441985248555078
Robust,KMeans,4,8,8,0.01,correlation,,,0.31603747606277466,902.9533081054688,1.3923317682254706
Robust,GMM,5,8,8,0.01,correlation,39894.11275458984,38606.94140625,0.3699039816856384,936.1082153320312,1.2303167802811354
Robust,KMeans,5,8,8,0.01,correlation,,,0.3699541687965393,955.5546875,1.2105515969954652
Robust,GMM,6,8,8,0.01,correlation,35295.48925314026,33749.734375,0.3422785997390747,863.0634155273438,1.2108310063047185
Robust,KMeans,6,8,8,0.01,correlation,,,0.3487718105316162,875.1966552734375,1.186254170238716
Robust,GMM,7,8,8,0.01,correlation,32300.79934544067,30496.4609375,0.35717469453811646,832.1505126953125,1.0629060369714463
Robust,KMeans,7,8,8,0.01,correlation,,,0.363218754529953,839.5380859375,1.045699758765608
Robust,GMM,2,8,8,0.01,euclidean,60045.8582589386,59534.4375,0.30197668075561523,759.7504272460938,1.4010188075798116
Robust,KMeans,2,8,8,0.01,euclidean,,,0.3104645013809204,771.6627197265625,1.3645999198435825
Robust,GMM,3,8,8,0.01,euclidean,51608.230851239015,50838.2265625,0.3018570840358734,798.9638671875,1.380700670380171
Robust,KMeans,3,8,8,0.01,euclidean,,,0.3057892322540283,821.2214965820312,1.355284095641055
Robust,GMM,4,8,8,0.01,euclidean,45625.447193539425,44596.859375,0.33735552430152893,881.64208984375,1.262149182661128
Robust,KMeans,4,8,8,0.01,euclidean,,,0.341762900352478,892.7277221679688,1.2557306760677025
Robust,GMM,5,8,8,0.01,euclidean,39476.67916083984,38189.5078125,0.3594052791595459,848.950927734375,1.181336226911946
Robust,KMeans,5,8,8,0.01,euclidean,,,0.3646540939807892,858.8742065429688,1.1762479732597257
Robust,GMM,6,8,8,0.01,euclidean,33570.18456564026,32024.4296875,0.3872118294239044,883.6246337890625,1.1588925862389146
Robust,KMeans,6,8,8,0.01,euclidean,,,0.39182770252227783,891.2062377929688,1.1504495589835975
Robust,GMM,7,8,8,0.01,euclidean,28125.68997044067,26321.3515625,0.4120413362979889,897.3950805664062,1.0456722786925128
Robust,KMeans,7,8,8,0.01,euclidean,,,0.4215831458568573,923.2041625976562,1.0143938729793336
Robust,GMM,2,8,8,0.1,correlation,58281.7840401886,57770.36328125,0.3195361793041229,1011.140869140625,1.3615722422484031
Robust,KMeans,2,8,8,0.1,correlation,,,0.3277757167816162,1060.6337890625,1.3217917483113693
Robust,GMM,3,8,8,0.1,correlation,50692.457413739015,49922.453125,0.3027973771095276,950.4907836914062,1.3525808426224497
Robust,KMeans,3,8,8,0.1,correlation,,,0.30865195393562317,1008.7293090820312,1.3325131492770617
Robust,GMM,4,8,8,0.1,correlation,47405.064381039425,46376.4765625,0.3297492265701294,864.5950927734375,1.2024210892960323
Robust,KMeans,4,8,8,0.1,correlation,,,0.3398861289024353,910.5890502929688,1.1658560731002787
Robust,GMM,5,8,8,0.1,correlation,42210.57759833984,40923.40625,0.32849961519241333,797.5341186523438,1.1859762783882404
Robust,KMeans,5,8,8,0.1,correlation,,,0.33166879415512085,823.32958984375,1.1822246319874223
Robust,GMM,6,8,8,0.1,correlation,38134.71972189026,36588.96484375,0.3272850811481476,783.0072631835938,1.217760129173734
Robust,KMeans,6,8,8,0.1,correlation,,,0.3271068334579468,800.7091064453125,1.1958326807615443
Robust,GMM,7,8,8,0.1,correlation,35924.135282940675,34119.796875,0.24795588850975037,656.6422729492188,1.3043490638445445
Robust,KMeans,7,8,8,0.1,correlation,,,0.24591708183288574,662.3831787109375,1.3064106147463757
Robust,GMM,2,8,8,0.1,euclidean,56708.2996651886,56196.87890625,0.28786903619766235,744.1250610351562,1.441508119121184
Robust,KMeans,2,8,8,0.1,euclidean,,,0.31319695711135864,754.1471557617188,1.338682861066734
Robust,GMM,3,8,8,0.1,euclidean,50172.910538739015,49402.90625,0.2828992009162903,810.396484375,1.3556296118868278
Robust,KMeans,3,8,8,0.1,euclidean,,,0.29651859402656555,850.1177368164062,1.327508723979197
Robust,GMM,4,8,8,0.1,euclidean,44933.798756039425,43905.2109375,0.24791795015335083,694.9982299804688,1.5211617841717986
Robust,KMeans,4,8,8,0.1,euclidean,,,0.3467242419719696,942.612060546875,1.1678067755132737
Robust,GMM,5,8,8,0.1,euclidean,39522.57759833984,38235.40625,0.3448733985424042,858.8580322265625,1.158472864221774
Robust,KMeans,5,8,8,0.1,euclidean,,,0.3694273829460144,921.3336791992188,1.0943933942952875
Robust,GMM,6,8,8,0.1,euclidean,37488.97362814026,35943.21875,0.3041573166847229,787.6351318359375,1.2036845538846528
Robust,KMeans,6,8,8,0.1,euclidean,,,0.3109031319618225,799.0335693359375,1.1699634646764006
Robust,GMM,7,8,8,0.1,euclidean,34060.912626690675,32256.57421875,0.30497997999191284,767.4661254882812,1.1840989643156505
Robust,KMeans,7,8,8,0.1,euclidean,,,0.31231769919395447,777.905517578125,1.137725034274917
Robust,GMM,2,8,8,0.2,correlation,57056.4129464386,56544.9921875,0.2881508469581604,786.996826171875,1.5174274535025378
Robust,KMeans,2,8,8,0.2,correlation,,,0.28711292147636414,851.6272583007812,1.4822191833850484
Robust,GMM,3,8,8,0.2,correlation,50952.516007489015,50182.51171875,0.2584117352962494,747.3220825195312,1.5421275933749443
Robust,KMeans,3,8,8,0.2,correlation,,,0.2886088788509369,882.7955932617188,1.4055122733071397
Robust,GMM,4,8,8,0.2,correlation,46419.189381039425,45390.6015625,0.27938923239707947,715.1295166015625,1.3783171794464915
Robust,KMeans,4,8,8,0.2,correlation,,,0.29163193702697754,758.590087890625,1.4077135531034022
Robust,GMM,5,8,8,0.2,correlation,43908.34712958984,42621.17578125,0.3172726333141327,718.8832397460938,1.272272170053099
