iteration,scaler,n_features,features,n_clusters,silhouette,calinski_harabasz,davies_bouldin
125,Robust,6,"['commod_momentum_slope', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'commod_trend_strength', 'sector_ma_ratio_spread']",3,0.37034672498703003,1528.8753662109375,1.0454611253215418
132,Standard,10,"['commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'commod_trend_strength', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean']",3,0.37032946944236755,1270.5526123046875,1.0134877556203505
40,Standard,9,"['usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'commod_momentum_slope']",4,0.37029382586479187,1905.4423828125,1.0310425854607115
63,Robust,7,"['macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'glob_eq_rsi_mean']",4,0.37007758021354675,1337.8968505859375,1.024263201977595
168,Standard,8,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread']",3,0.3698731064796448,1192.1507568359375,1.1044424032915003
87,Robust,8,"['glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'commod_trend_strength', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean']",3,0.3697226345539093,1464.6337890625,1.0571486289557
194,Robust,7,"['eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'commod_momentum_slope']",3,0.369615763425827,1199.8746337890625,1.0896398791593505
18,Standard,5,"['glob_eq_rsi_mean', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'glob_eq_vol_skew']",4,0.36913415789604187,1421.260009765625,1.043084038730565
88,Standard,7,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std']",4,0.36894118785858154,1436.306640625,1.0593761967209199
191,Standard,5,"['sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend']",4,0.36820343136787415,1751.7037353515625,1.1747685945476694
29,Standard,10,"['rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'macd_diff_lqd_spy']",4,0.36815711855888367,1812.796875,1.0935814178417853
33,Robust,8,"['eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'commod_trend_strength']",4,0.36808842420578003,1206.560546875,1.0621918101195291
114,Standard,7,"['glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy']",3,0.36745816469192505,1259.6483154296875,1.2762772352728264
25,Standard,5,"['commod_momentum_slope', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean']",3,0.3668840527534485,1180.9671630859375,1.2387578583077172
69,Robust,10,"['rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'commod_trend_strength', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_vol_skew']",3,0.3665449321269989,1405.4658203125,1.028174190727019
6,Standard,5,"['glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy']",3,0.36627069115638733,1658.7275390625,1.1462588056130345
39,Robust,5,"['glob_eq_rsi_mean', 'commod_momentum_slope', 'glob_eq_vol_skew', 'commod_trend_strength', 'eq_idx_macd_diff_mean']",4,0.3660825192928314,1364.5341796875,1.0724571556256686
82,Standard,6,"['macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean']",3,0.36552172899246216,1358.7919921875,0.9686707567304266
39,Standard,5,"['glob_eq_rsi_mean', 'commod_momentum_slope', 'glob_eq_vol_skew', 'commod_trend_strength', 'eq_idx_macd_diff_mean']",3,0.3655073940753937,1471.0968017578125,0.9337124195378949
9,Robust,6,"['commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std']",4,0.3654464781284332,1465.03662109375,0.9370215029716097
144,Robust,6,"['eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_rsi_mean']",4,0.3653300702571869,1234.8104248046875,1.056114763411661
94,Standard,8,"['commod_momentum_slope', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_trend_strength']",4,0.3651439845561981,1521.7696533203125,1.1664171385028543
192,Robust,5,"['glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean']",3,0.364955335855484,1194.9681396484375,1.0605560160434446
145,Robust,9,"['commod_trend_strength', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy']",4,0.3648112416267395,1282.315673828125,0.9779632561849196
34,Robust,10,"['sector_momentum_dispersion', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_trend_strength']",3,0.3647392690181732,1330.46484375,1.0517751382093836
84,Robust,7,"['commod_trend_strength', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'commod_momentum_slope', 'macd_diff_lqd_spy']",4,0.36451297998428345,1267.67578125,0.9340610263183805
86,Robust,10,"['glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'commod_trend_strength', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean']",4,0.3644900321960449,1361.45751953125,1.0014524927043882
81,Robust,9,"['glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'commod_momentum_slope']",3,0.36443638801574707,1325.468017578125,1.1339055991902003
1,Standard,5,"['macd_diff_lqd_spy', 'commod_trend_strength', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy']",3,0.3644246459007263,1486.0133056640625,1.0949264302611164
41,Robust,7,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean']",3,0.36425843834877014,1235.1070556640625,1.0922415692667438
65,Robust,5,"['commod_momentum_slope', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew']",4,0.36419108510017395,1162.3701171875,1.0263076566642526
163,Robust,8,"['usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'commod_momentum_slope']",4,0.36418604850769043,1634.24560546875,1.1383282778811752
53,Standard,7,"['eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion']",4,0.3640347123146057,1206.5869140625,1.0644928038686763
60,Robust,7,"['eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'glob_eq_ret20d_std']",4,0.3639562726020813,1271.2557373046875,0.9138975287185764
138,Standard,8,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend']",4,0.36344170570373535,1511.478515625,1.0997897008008388
153,Standard,8,"['glob_eq_ret20d_std', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean']",4,0.36312776803970337,1218.9072265625,1.2287746971306635
39,Standard,5,"['glob_eq_rsi_mean', 'commod_momentum_slope', 'glob_eq_vol_skew', 'commod_trend_strength', 'eq_idx_macd_diff_mean']",4,0.3624723255634308,1782.748779296875,1.0564828423892587
136,Robust,5,"['glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread']",3,0.36180761456489563,1463.187255859375,1.010133790755044
144,Standard,6,"['eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_rsi_mean']",3,0.36177486181259155,1827.7396240234375,1.2286920584125578
2,Standard,5,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_rsi_mean']",3,0.361665278673172,1425.290283203125,1.1917091450575654
60,Robust,7,"['eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'glob_eq_ret20d_std']",3,0.36148759722709656,1238.1187744140625,1.0637627805746004
192,Standard,5,"['glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean']",4,0.36128929257392883,1179.6868896484375,0.9921262733742318
135,Standard,8,"['commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'macd_diff_lqd_spy']",3,0.36112886667251587,1686.60009765625,1.0620199049928807
73,Robust,8,"['sector_momentum_dispersion', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend']",3,0.3610767126083374,1569.8028564453125,1.1523402499474569
173,Robust,9,"['macd_diff_lqd_spy', 'commod_momentum_slope', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend']",3,0.3609350621700287,1380.809814453125,1.0766549542459691
158,Standard,9,"['commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy']",3,0.3609055280685425,1399.1943359375,1.0994230523820483
38,Standard,8,"['usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'glob_eq_vol_skew']",3,0.360790491104126,1524.9251708984375,0.9084033133355541
172,Robust,6,"['glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean']",3,0.36076611280441284,1522.84033203125,1.111902705161438
21,Standard,9,"['rsi_diff_qqq_spy', 'commod_trend_strength', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread']",4,0.3606998324394226,1369.712890625,0.984657616408409
162,Standard,8,"['glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'glob_eq_rsi_mean', 'rsi_diff_qqq_spy']",3,0.3605569303035736,1636.490478515625,1.1247119231315599
143,Robust,7,"['sector_ma_ratio_spread', 'sector_momentum_dispersion', 'commod_trend_strength', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy']",3,0.3603769540786743,1212.792236328125,1.0792192696155185
62,Robust,8,"['sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'commod_trend_strength', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean']",4,0.36037611961364746,1348.7799072265625,0.9963134800499971
17,Standard,5,"['commod_momentum_slope', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend']",4,0.3602253496646881,1445.65087890625,0.955606007736796
105,Robust,8,"['eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",4,0.3598543405532837,1335.5845947265625,1.0548546232044766
121,Standard,7,"['commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy']",4,0.3596906065940857,1590.385986328125,1.2508727776880901
112,Standard,10,"['commod_trend_strength', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'commod_momentum_slope', 'glob_eq_vol_skew']",3,0.3594493269920349,1227.84033203125,0.9863488641926587
88,Robust,7,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std']",3,0.35944873094558716,1084.94677734375,1.1038199586421362
159,Standard,7,"['sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread']",4,0.35935547947883606,2356.60302734375,1.1711020245142147
3,Standard,8,"['eq_idx_macd_diff_mean', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'macd_diff_lqd_spy']",3,0.3590323328971863,1097.439453125,0.9632892600005271
27,Standard,9,"['glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion']",4,0.358847975730896,1358.570068359375,1.010462535403229
81,Standard,9,"['glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'commod_momentum_slope']",4,0.35883933305740356,1598.81201171875,1.0188063082100454
104,Robust,6,"['sector_momentum_dispersion', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean']",4,0.35882189869880676,1713.732177734375,1.0431518661400743
92,Standard,7,"['eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'commod_momentum_slope', 'glob_eq_vol_skew']",4,0.3587263524532318,1268.064453125,1.104694543172045
48,Standard,9,"['glob_eq_rsi_mean', 'glob_eq_vol_skew', 'commod_trend_strength', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean']",3,0.35865914821624756,1552.9200439453125,1.1867508870302428
146,Standard,8,"['macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",3,0.3586077094078064,1324.27294921875,0.931965324119008
43,Robust,10,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean']",4,0.35855650901794434,1146.34033203125,1.1900855442313023
110,Standard,5,"['sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_vol_skew']",3,0.35841104388237,1448.888427734375,1.105276724687023
162,Standard,8,"['glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'glob_eq_rsi_mean', 'rsi_diff_qqq_spy']",4,0.35836440324783325,1547.5689697265625,1.023273700691782
178,Standard,7,"['rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std']",4,0.357511430978775,1563.273193359375,1.05784821666817
175,Robust,9,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'commod_momentum_slope', 'rsi_diff_qqq_spy']",3,0.3574138283729553,1318.897705078125,0.7960173860450706
32,Robust,6,"['usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'sector_momentum_dispersion']",3,0.3573538064956665,1461.8402099609375,0.896260127157834
21,Standard,9,"['rsi_diff_qqq_spy', 'commod_trend_strength', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread']",3,0.3571850657463074,1330.2794189453125,1.051364029506001
45,Standard,9,"['macd_diff_lqd_spy', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'glob_eq_vol_skew']",3,0.3570519685745239,1210.46875,0.9812938056835563
111,Robust,7,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean']",3,0.3569255471229553,1249.1715087890625,1.0615731296652384
112,Standard,10,"['commod_trend_strength', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'commod_momentum_slope', 'glob_eq_vol_skew']",4,0.3568401336669922,1236.4896240234375,1.1210966215365161
43,Standard,10,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean']",3,0.3568076193332672,1388.083984375,0.9690178775638788
49,Standard,9,"['commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy']",4,0.3567977845668793,1650.1937255859375,1.0786386725413761
182,Robust,10,"['glob_eq_ret20d_std', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",3,0.3566552996635437,1180.8392333984375,1.049610035942517
200,Standard,9,"['commod_trend_strength', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread']",4,0.35647058486938477,1530.4742431640625,1.1633815987808798
138,Standard,8,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend']",3,0.3563784956932068,1782.6329345703125,1.167833026698806
181,Robust,6,"['commod_momentum_slope', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread']",4,0.3562902808189392,1579.35498046875,1.198046906914054
6,Robust,5,"['glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy']",3,0.35627642273902893,1141.0987548828125,1.215357758522468
79,Standard,5,"['glob_eq_rsi_mean', 'sector_momentum_dispersion', 'glob_eq_ret20d_std', 'commod_trend_strength', 'commod_momentum_slope']",4,0.35536202788352966,1259.272216796875,0.9458639012699847
12,Standard,9,"['commod_momentum_slope', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'sector_momentum_dispersion']",4,0.3550732731819153,1399.38427734375,1.140476260330114
141,Robust,7,"['sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew']",4,0.3550589978694916,1267.766357421875,1.0493574681744258
87,Robust,8,"['glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'commod_trend_strength', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean']",4,0.35485851764678955,1550.9857177734375,1.0427632080010658
130,Standard,7,"['macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std']",3,0.3547528088092804,1345.6275634765625,1.1355668021949439
51,Robust,5,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_momentum_slope']",3,0.3546936810016632,971.2666015625,1.0365401632235052
27,Robust,9,"['glob_eq_rsi_mean', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion']",4,0.35454294085502625,1568.6197509765625,1.1106033648411464
149,Robust,9,"['macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength']",4,0.35445770621299744,1235.1591796875,0.988436235581696
41,Robust,7,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean']",4,0.3544079065322876,1141.4915771484375,1.1929185706670036
14,Standard,7,"['glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'commod_trend_strength', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend']",3,0.35437649488449097,1687.1678466796875,1.2078901651180134
88,Robust,7,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std']",4,0.35408034920692444,1075.6142578125,1.114095451149615
124,Standard,6,"['sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean']",4,0.3540198802947998,1414.234375,1.0531992280419993
66,Standard,10,"['sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'glob_eq_rsi_mean', 'commod_momentum_slope']",3,0.35375258326530457,1872.61376953125,1.046857825178557
