scaler,method,k,n_components,n_neighbors,min_dist,metric,bic,aic,silhouette,calinski_harabasz,davies_bouldin
Quantile (uniform),GMM,7,3,15,0.2,correlation,29748.87755819397,29352.3828125,0.3501065671443939,1430.1318359375,0.86961552450628
Quantile (uniform),KMeans,7,3,15,0.2,correlation,,,0.3681309223175049,1541.7244873046875,0.8811743413249256
Quantile (uniform),GMM,2,3,15,0.2,euclidean,31699.128931332398,31589.94921875,0.3753957748413086,1574.139404296875,1.1444812539914528
Quantile (uniform),KMeans,2,3,15,0.2,euclidean,,,0.37743499875068665,1592.4769287109375,1.1414993676704346
Quantile (uniform),GMM,3,3,15,0.2,euclidean,30893.949359829712,30727.306640625,0.39984580874443054,1634.14013671875,0.9349290670653924
Quantile (uniform),KMeans,3,3,15,0.2,euclidean,,,0.40057775378227234,1647.95458984375,0.9133792275242644
Quantile (uniform),GMM,4,3,15,0.2,euclidean,30459.504163327027,30235.3984375,0.3792111277580261,1613.1221923828125,1.0459783611645097
Quantile (uniform),KMeans,4,3,15,0.2,euclidean,,,0.3870587944984436,1666.1680908203125,0.9996759378735439
Quantile (uniform),GMM,5,3,15,0.2,euclidean,30356.65857619934,30075.08984375,0.34102296829223633,1434.1268310546875,1.0052934106679445
Quantile (uniform),KMeans,5,3,15,0.2,euclidean,,,0.36843276023864746,1595.516845703125,0.9431782255904091
Quantile (uniform),GMM,6,3,15,0.2,euclidean,29720.037598446655,29381.005859375,0.28601160645484924,1195.718505859375,1.3076608802429899
Quantile (uniform),KMeans,6,3,15,0.2,euclidean,,,0.3311903476715088,1383.7188720703125,1.0937913878507421
Quantile (uniform),GMM,7,3,15,0.2,euclidean,29623.94005819397,29227.4453125,0.32773491740226746,1315.4146728515625,0.9639529831037417
Quantile (uniform),KMeans,7,3,15,0.2,euclidean,,,0.35309484601020813,1425.740966796875,0.9449893198669522
Quantile (uniform),GMM,2,3,30,0.01,correlation,27975.832056332398,27866.65234375,0.4154088497161865,2172.703125,0.974408177054177
Quantile (uniform),KMeans,2,3,30,0.01,correlation,,,0.45460373163223267,2624.03662109375,0.8740566943230442
Quantile (uniform),GMM,3,3,30,0.01,correlation,27026.304828579712,26859.662109375,0.33390358090400696,1857.241943359375,1.1424992453193885
Quantile (uniform),KMeans,3,3,30,0.01,correlation,,,0.37053775787353516,2100.09716796875,1.1545314406689526
Quantile (uniform),GMM,4,3,30,0.01,correlation,25781.818616452027,25557.712890625,0.36249008774757385,1964.1375732421875,1.0642284373136799
Quantile (uniform),KMeans,4,3,30,0.01,correlation,,,0.3844938576221466,2154.701904296875,1.0030873356561578
Quantile (uniform),GMM,5,3,30,0.01,correlation,24933.32849807434,24651.759765625,0.381483256816864,2050.3798828125,0.9252241371767391
Quantile (uniform),KMeans,5,3,30,0.01,correlation,,,0.3725017011165619,2212.355224609375,1.0025373997981415
Quantile (uniform),GMM,6,3,30,0.01,correlation,24421.789551571655,24082.7578125,0.3969806730747223,2134.799560546875,0.882820102012257
Quantile (uniform),KMeans,6,3,30,0.01,correlation,,,0.4297468364238739,2400.82373046875,0.8286465412576005
Quantile (uniform),GMM,7,3,30,0.01,correlation,24096.76232381897,23700.267578125,0.4205893278121948,2389.43798828125,0.8891054832749946
Quantile (uniform),KMeans,7,3,30,0.01,correlation,,,0.43105313181877136,2515.71923828125,0.871601135436377
Quantile (uniform),GMM,2,3,30,0.01,euclidean,26500.613306332398,26391.43359375,0.41557201743125916,2118.302490234375,0.9298466910302431
Quantile (uniform),KMeans,2,3,30,0.01,euclidean,,,0.44379445910453796,2431.2470703125,0.9190606770718389
Quantile (uniform),GMM,3,3,30,0.01,euclidean,25692.314594204712,25525.671875,0.38110223412513733,1928.9034423828125,0.9885689570166902
Quantile (uniform),KMeans,3,3,30,0.01,euclidean,,,0.3940413296222687,2062.594482421875,0.9964924756022167
Quantile (uniform),GMM,4,3,30,0.01,euclidean,24694.039319577027,24469.93359375,0.37864381074905396,2028.2442626953125,0.9555384139558262
Quantile (uniform),KMeans,4,3,30,0.01,euclidean,,,0.4024691879749298,2182.6328125,0.9266275814748797
Quantile (uniform),GMM,5,3,30,0.01,euclidean,24111.96326369934,23830.39453125,0.38473623991012573,2099.81201171875,0.930602599614607
Quantile (uniform),KMeans,5,3,30,0.01,euclidean,,,0.41331946849823,2346.0126953125,0.8835783172624397
Quantile (uniform),GMM,6,3,30,0.01,euclidean,23860.900879696655,23521.869140625,0.3575035631656647,1821.803955078125,1.0363386160670265
Quantile (uniform),KMeans,6,3,30,0.01,euclidean,,,0.40007883310317993,2077.114501953125,0.9855940074856676
Quantile (uniform),GMM,7,3,30,0.01,euclidean,23371.47326131897,22974.978515625,0.35024288296699524,1710.30517578125,1.0543641907633607
Quantile (uniform),KMeans,7,3,30,0.01,euclidean,,,0.3949848711490631,2030.3189697265625,0.9727823780223716
Quantile (uniform),GMM,2,3,30,0.1,correlation,28262.589868832398,28153.41015625,0.4222341775894165,2248.010009765625,0.9583889720760769
Quantile (uniform),KMeans,2,3,30,0.1,correlation,,,0.4469003677368164,2501.361083984375,0.9056006731649611
Quantile (uniform),GMM,3,3,30,0.1,correlation,27389.173969204712,27222.53125,0.3443092107772827,1868.5736083984375,1.2550316434511875
Quantile (uniform),KMeans,3,3,30,0.1,correlation,,,0.3592889606952667,1941.7054443359375,1.1770203845944789
Quantile (uniform),GMM,4,3,30,0.1,correlation,26642.842053952027,26418.736328125,0.3642771244049072,1845.3887939453125,1.014850218824437
Quantile (uniform),KMeans,4,3,30,0.1,correlation,,,0.3725639879703522,1899.641357421875,0.991367780309197
Quantile (uniform),GMM,5,3,30,0.1,correlation,25993.90271682434,25712.333984375,0.3744414150714874,2002.6588134765625,0.9649280198678756
Quantile (uniform),KMeans,5,3,30,0.1,correlation,,,0.3825922906398773,2119.68408203125,0.9440176123654908
Quantile (uniform),GMM,6,3,30,0.1,correlation,25504.074707821655,25165.04296875,0.35397735238075256,1866.5196533203125,0.9837750494966563
Quantile (uniform),KMeans,6,3,30,0.1,correlation,,,0.39153289794921875,2076.71630859375,0.9093913216678712
Quantile (uniform),GMM,7,3,30,0.1,correlation,25031.24669881897,24634.751953125,0.3802354633808136,2086.657958984375,0.9699244762170889
Quantile (uniform),KMeans,7,3,30,0.1,correlation,,,0.4027559161186218,2213.478271484375,0.9275961784481608
Quantile (uniform),GMM,2,3,30,0.1,euclidean,26915.574243832398,26806.39453125,0.4131309986114502,2131.75244140625,0.9292753335338725
Quantile (uniform),KMeans,2,3,30,0.1,euclidean,,,0.43400976061820984,2373.806396484375,0.9267311846805555
Quantile (uniform),GMM,3,3,30,0.1,euclidean,26309.472797329712,26142.830078125,0.36323660612106323,1930.0347900390625,0.9819890010224874
Quantile (uniform),KMeans,3,3,30,0.1,euclidean,,,0.37465959787368774,2023.3028564453125,1.0305130182519215
Quantile (uniform),GMM,4,3,30,0.1,euclidean,25358.310803952027,25134.205078125,0.3460271656513214,1827.84130859375,1.031734171248591
Quantile (uniform),KMeans,4,3,30,0.1,euclidean,,,0.3672914206981659,2023.09814453125,1.0208801528226314
Quantile (uniform),GMM,5,3,30,0.1,euclidean,24932.95740432434,24651.388671875,0.3278892934322357,1707.4683837890625,1.0456103851907514
Quantile (uniform),KMeans,5,3,30,0.1,euclidean,,,0.37917444109916687,2149.009033203125,0.9393624844057739
Quantile (uniform),GMM,6,3,30,0.1,euclidean,24638.246582821655,24299.21484375,0.3214205801486969,1691.52685546875,1.0029239634348215
Quantile (uniform),KMeans,6,3,30,0.1,euclidean,,,0.3701658546924591,2007.27587890625,0.9550930148021498
